season,sportsbook,type,about,side,line
2021,WSGT,SPREAD,2021_01_DAL_TB,TB,-6.5
2021,WSGT,SPREAD,2021_01_DAL_TB,DAL,6.5
2021,WSGT,TOTAL,2021_01_DAL_TB,Over,52.0
2021,WSGT,TOTAL,2021_01_DAL_TB,Under,52.0
2021,WSGT,SPREAD,2021_01_PIT_BUF,BUF,-6.0
2021,WSGT,SPREAD,2021_01_PIT_BUF,PIT,6.0
2021,WSGT,TOTAL,2021_01_PIT_BUF,Over,49.5
2021,WSGT,TOTAL,2021_01_PIT_BUF,Under,49.5
2021,WSGT,SPREAD,2021_01_NYJ_CAR,CAR,-4.5
2021,WSGT,SPREAD,2021_01_NYJ_CAR,NYJ,4.5
2021,WSGT,TOTAL,2021_01_NYJ_CAR,Over,43.0
2021,WSGT,TOTAL,2021_01_NYJ_CAR,Under,43.0
2021,WSGT,SPREAD,2021_01_JAX_HOU,JAX,-3.0
2021,WSGT,SPREAD,2021_01_JAX_HOU,HOU,3.0
2021,WSGT,TOTAL,2021_01_JAX_HOU,Over,45.5
2021,WSGT,TOTAL,2021_01_JAX_HOU,Under,45.5
2021,WSGT,SPREAD,2021_01_ARI_TEN,TEN,-2.5
2021,WSGT,SPREAD,2021_01_ARI_TEN,ARI,2.5
2021,WSGT,TOTAL,2021_01_ARI_TEN,Over,51.0
2021,WSGT,TOTAL,2021_01_ARI_TEN,Under,51.0
2021,WSGT,SPREAD,2021_01_LAC_WAS,LAC,-1.5
2021,WSGT,SPREAD,2021_01_LAC_WAS,WAS,1.5
2021,WSGT,TOTAL,2021_01_LAC_WAS,Over,44.5
2021,WSGT,TOTAL,2021_01_LAC_WAS,Under,44.5
2021,WSGT,SPREAD,2021_01_PHI_ATL,ATL,-3.5
2021,WSGT,SPREAD,2021_01_PHI_ATL,PHI,3.5
2021,WSGT,TOTAL,2021_01_PHI_ATL,Over,47.0
2021,WSGT,TOTAL,2021_01_PHI_ATL,Under,47.0
2021,WSGT,SPREAD,2021_01_SEA_IND,IND,-3.0
2021,WSGT,SPREAD,2021_01_SEA_IND,SEA,3.0
2021,WSGT,TOTAL,2021_01_SEA_IND,Over,52.0
2021,WSGT,TOTAL,2021_01_SEA_IND,Under,52.0
2021,WSGT,SPREAD,2021_01_MIN_CIN,MIN,-3.0
2021,WSGT,SPREAD,2021_01_MIN_CIN,CIN,3.0
2021,WSGT,TOTAL,2021_01_MIN_CIN,Over,48.0
2021,WSGT,TOTAL,2021_01_MIN_CIN,Under,48.0
2021,WSGT,SPREAD,2021_01_SF_DET,SF,-7.0
2021,WSGT,SPREAD,2021_01_SF_DET,DET,7.0
2021,WSGT,TOTAL,2021_01_SF_DET,Over,45.5
2021,WSGT,TOTAL,2021_01_SF_DET,Under,45.5
2021,WSGT,SPREAD,2021_01_CLE_KC,KC,-6.5
2021,WSGT,SPREAD,2021_01_CLE_KC,CLE,6.5
2021,WSGT,TOTAL,2021_01_CLE_KC,Over,53.0
2021,WSGT,TOTAL,2021_01_CLE_KC,Under,53.0
2021,WSGT,SPREAD,2021_01_MIA_NE,NE,-2.5
2021,WSGT,SPREAD,2021_01_MIA_NE,MIA,2.5
2021,WSGT,TOTAL,2021_01_MIA_NE,Over,44.5
2021,WSGT,TOTAL,2021_01_MIA_NE,Under,44.5
2021,WSGT,SPREAD,2021_01_DEN_NYG,DEN,-1.0
2021,WSGT,SPREAD,2021_01_DEN_NYG,NYG,1.0
2021,WSGT,TOTAL,2021_01_DEN_NYG,Over,42.0
2021,WSGT,TOTAL,2021_01_DEN_NYG,Under,42.0
2021,WSGT,SPREAD,2021_01_GB_NO,NO,-3.0
2021,WSGT,SPREAD,2021_01_GB_NO,GB,3.0
2021,WSGT,TOTAL,2021_01_GB_NO,Over,50.5
2021,WSGT,TOTAL,2021_01_GB_NO,Under,50.5
2021,WSGT,SPREAD,2021_01_CHI_LA,LA,-7.0
2021,WSGT,SPREAD,2021_01_CHI_LA,CHI,7.0
2021,WSGT,TOTAL,2021_01_CHI_LA,Over,44.5
2021,WSGT,TOTAL,2021_01_CHI_LA,Under,44.5
2021,WSGT,SPREAD,2021_01_BAL_LV,BAL,-3.5
2021,WSGT,SPREAD,2021_01_BAL_LV,LV,3.5
2021,WSGT,TOTAL,2021_01_BAL_LV,Over,51.0
2021,WSGT,TOTAL,2021_01_BAL_LV,Under,51.0
2021,WSGT,SPREAD,2021_02_NYG_WAS,WAS,-3.0
2021,WSGT,SPREAD,2021_02_NYG_WAS,NYG,3.0
2021,WSGT,TOTAL,2021_02_NYG_WAS,Over,43.0
2021,WSGT,TOTAL,2021_02_NYG_WAS,Under,43.0
2021,WSGT,SPREAD,2021_02_NE_NYJ,NE,-3.0
2021,WSGT,SPREAD,2021_02_NE_NYJ,NYJ,3.0
2021,WSGT,TOTAL,2021_02_NE_NYJ,Over,42.5
2021,WSGT,TOTAL,2021_02_NE_NYJ,Under,42.5
2021,WSGT,SPREAD,2021_02_DEN_JAX,DEN,-1.5
2021,WSGT,SPREAD,2021_02_DEN_JAX,JAX,1.5
2021,WSGT,TOTAL,2021_02_DEN_JAX,Over,43.5
2021,WSGT,TOTAL,2021_02_DEN_JAX,Under,43.5
2021,WSGT,SPREAD,2021_02_BUF_MIA,BUF,-3.5
2021,WSGT,SPREAD,2021_02_BUF_MIA,MIA,3.5
2021,WSGT,TOTAL,2021_02_BUF_MIA,Over,48.5
2021,WSGT,TOTAL,2021_02_BUF_MIA,Under,48.5
2021,WSGT,SPREAD,2021_02_SF_PHI,SF,-4.0
2021,WSGT,SPREAD,2021_02_SF_PHI,PHI,4.0
2021,WSGT,TOTAL,2021_02_SF_PHI,Over,46.0
2021,WSGT,TOTAL,2021_02_SF_PHI,Under,46.0
2021,WSGT,SPREAD,2021_02_LA_IND,IND,-1.5
2021,WSGT,SPREAD,2021_02_LA_IND,LA,1.5
2021,WSGT,TOTAL,2021_02_LA_IND,Over,49.5
2021,WSGT,TOTAL,2021_02_LA_IND,Under,49.5
2021,WSGT,SPREAD,2021_02_LV_PIT,PIT,-5.5
2021,WSGT,SPREAD,2021_02_LV_PIT,LV,5.5
2021,WSGT,TOTAL,2021_02_LV_PIT,Over,49.0
2021,WSGT,TOTAL,2021_02_LV_PIT,Under,49.0
2021,WSGT,SPREAD,2021_02_CIN_CHI,CHI,-3.5
2021,WSGT,SPREAD,2021_02_CIN_CHI,CIN,3.5
2021,WSGT,TOTAL,2021_02_CIN_CHI,Over,45.5
2021,WSGT,TOTAL,2021_02_CIN_CHI,Under,45.5
2021,WSGT,SPREAD,2021_02_HOU_CLE,CLE,-13.5
2021,WSGT,SPREAD,2021_02_HOU_CLE,HOU,13.5
2021,WSGT,TOTAL,2021_02_HOU_CLE,Over,46.0
2021,WSGT,TOTAL,2021_02_HOU_CLE,Under,46.0
2021,WSGT,SPREAD,2021_02_NO_CAR,NO,-2.5
2021,WSGT,SPREAD,2021_02_NO_CAR,CAR,2.5
2021,WSGT,TOTAL,2021_02_NO_CAR,Over,47.5
2021,WSGT,TOTAL,2021_02_NO_CAR,Under,47.5
2021,WSGT,SPREAD,2021_02_MIN_ARI,ARI,-3.5
2021,WSGT,SPREAD,2021_02_MIN_ARI,MIN,3.5
2021,WSGT,TOTAL,2021_02_MIN_ARI,Over,49.5
2021,WSGT,TOTAL,2021_02_MIN_ARI,Under,49.5
2021,WSGT,SPREAD,2021_02_ATL_TB,TB,-9.5
2021,WSGT,SPREAD,2021_02_ATL_TB,ATL,9.5
2021,WSGT,TOTAL,2021_02_ATL_TB,Over,52.0
2021,WSGT,TOTAL,2021_02_ATL_TB,Under,52.0
2021,WSGT,SPREAD,2021_02_TEN_SEA,SEA,-3.5
2021,WSGT,SPREAD,2021_02_TEN_SEA,TEN,3.5
2021,WSGT,TOTAL,2021_02_TEN_SEA,Over,49.0
2021,WSGT,TOTAL,2021_02_TEN_SEA,Under,49.0
2021,WSGT,SPREAD,2021_02_DAL_LAC,LAC,-1.5
2021,WSGT,SPREAD,2021_02_DAL_LAC,DAL,1.5
2021,WSGT,TOTAL,2021_02_DAL_LAC,Over,52.0
2021,WSGT,TOTAL,2021_02_DAL_LAC,Under,52.0
2021,WSGT,SPREAD,2021_02_KC_BAL,KC,0.0
2021,WSGT,SPREAD,2021_02_KC_BAL,BAL,0.0
2021,WSGT,TOTAL,2021_02_KC_BAL,Over,51.5
2021,WSGT,TOTAL,2021_02_KC_BAL,Under,51.5
2021,WSGT,SPREAD,2021_02_DET_GB,GB,-7.5
2021,WSGT,SPREAD,2021_02_DET_GB,DET,7.5
2021,WSGT,TOTAL,2021_02_DET_GB,Over,47.5
2021,WSGT,TOTAL,2021_02_DET_GB,Under,47.5
2021,WSGT,SPREAD,2021_03_CAR_HOU,CAR,-4.0
2021,WSGT,SPREAD,2021_03_CAR_HOU,HOU,4.0
2021,WSGT,TOTAL,2021_03_CAR_HOU,Over,44.5
2021,WSGT,TOTAL,2021_03_CAR_HOU,Under,44.5
2021,WSGT,SPREAD,2021_03_IND_TEN,IND,-1.0
2021,WSGT,SPREAD,2021_03_IND_TEN,TEN,1.0
2021,WSGT,TOTAL,2021_03_IND_TEN,Over,49.5
2021,WSGT,TOTAL,2021_03_IND_TEN,Under,49.5
2021,WSGT,SPREAD,2021_03_ATL_NYG,NYG,-2.5
2021,WSGT,SPREAD,2021_03_ATL_NYG,ATL,2.5
2021,WSGT,TOTAL,2021_03_ATL_NYG,Over,48.5
2021,WSGT,TOTAL,2021_03_ATL_NYG,Under,48.5
2021,WSGT,SPREAD,2021_03_LAC_KC,KC,-7.5
2021,WSGT,SPREAD,2021_03_LAC_KC,LAC,7.5
2021,WSGT,TOTAL,2021_03_LAC_KC,Over,52.5
2021,WSGT,TOTAL,2021_03_LAC_KC,Under,52.5
2021,WSGT,SPREAD,2021_03_CIN_PIT,PIT,-6.0
2021,WSGT,SPREAD,2021_03_CIN_PIT,CIN,6.0
2021,WSGT,TOTAL,2021_03_CIN_PIT,Over,47.0
2021,WSGT,TOTAL,2021_03_CIN_PIT,Under,47.0
2021,WSGT,SPREAD,2021_03_CHI_CLE,CLE,-7.0
2021,WSGT,SPREAD,2021_03_CHI_CLE,CHI,7.0
2021,WSGT,TOTAL,2021_03_CHI_CLE,Over,44.5
2021,WSGT,TOTAL,2021_03_CHI_CLE,Under,44.5
2021,WSGT,SPREAD,2021_03_BAL_DET,BAL,-7.5
2021,WSGT,SPREAD,2021_03_BAL_DET,DET,7.5
2021,WSGT,TOTAL,2021_03_BAL_DET,Over,48.0
2021,WSGT,TOTAL,2021_03_BAL_DET,Under,48.0
2021,WSGT,SPREAD,2021_03_NO_NE,NO,-1.0
2021,WSGT,SPREAD,2021_03_NO_NE,NE,1.0
2021,WSGT,TOTAL,2021_03_NO_NE,Over,47.0
2021,WSGT,TOTAL,2021_03_NO_NE,Under,47.0
2021,WSGT,SPREAD,2021_03_ARI_JAX,ARI,-2.5
2021,WSGT,SPREAD,2021_03_ARI_JAX,JAX,2.5
2021,WSGT,TOTAL,2021_03_ARI_JAX,Over,49.0
2021,WSGT,TOTAL,2021_03_ARI_JAX,Under,49.0
2021,WSGT,SPREAD,2021_03_WAS_BUF,BUF,-7.5
2021,WSGT,SPREAD,2021_03_WAS_BUF,WAS,7.5
2021,WSGT,TOTAL,2021_03_WAS_BUF,Over,48.0
2021,WSGT,TOTAL,2021_03_WAS_BUF,Under,48.0
2021,WSGT,SPREAD,2021_03_NYJ_DEN,DEN,-5.5
2021,WSGT,SPREAD,2021_03_NYJ_DEN,NYJ,5.5
2021,WSGT,TOTAL,2021_03_NYJ_DEN,Over,42.5
2021,WSGT,TOTAL,2021_03_NYJ_DEN,Under,42.5
2021,WSGT,SPREAD,2021_03_MIA_LV,MIA,0.0
2021,WSGT,SPREAD,2021_03_MIA_LV,LV,0.0
2021,WSGT,TOTAL,2021_03_MIA_LV,Over,46.5
2021,WSGT,TOTAL,2021_03_MIA_LV,Under,46.5
2021,WSGT,SPREAD,2021_03_SEA_MIN,MIN,-1.5
2021,WSGT,SPREAD,2021_03_SEA_MIN,SEA,1.5
2021,WSGT,TOTAL,2021_03_SEA_MIN,Over,48.0
2021,WSGT,TOTAL,2021_03_SEA_MIN,Under,48.0
2021,WSGT,SPREAD,2021_03_TB_LA,LA,-1.0
2021,WSGT,SPREAD,2021_03_TB_LA,TB,1.0
2021,WSGT,TOTAL,2021_03_TB_LA,Over,49.5
2021,WSGT,TOTAL,2021_03_TB_LA,Under,49.5
2021,WSGT,SPREAD,2021_03_GB_SF,SF,-5.0
2021,WSGT,SPREAD,2021_03_GB_SF,GB,5.0
2021,WSGT,TOTAL,2021_03_GB_SF,Over,44.5
2021,WSGT,TOTAL,2021_03_GB_SF,Under,44.5
2021,WSGT,SPREAD,2021_03_PHI_DAL,DAL,-6.5
2021,WSGT,SPREAD,2021_03_PHI_DAL,PHI,6.5
2021,WSGT,TOTAL,2021_03_PHI_DAL,Over,49.5
2021,WSGT,TOTAL,2021_03_PHI_DAL,Under,49.5
2021,WSGT,SPREAD,2021_04_JAX_CIN,CIN,-2.5
2021,WSGT,SPREAD,2021_04_JAX_CIN,JAX,2.5
2021,WSGT,TOTAL,2021_04_JAX_CIN,Over,47.0
2021,WSGT,TOTAL,2021_04_JAX_CIN,Under,47.0
2021,WSGT,SPREAD,2021_04_TEN_NYJ,TEN,-2.5
2021,WSGT,SPREAD,2021_04_TEN_NYJ,NYJ,2.5
2021,WSGT,TOTAL,2021_04_TEN_NYJ,Over,46.5
2021,WSGT,TOTAL,2021_04_TEN_NYJ,Under,46.5
2021,WSGT,SPREAD,2021_04_KC_PHI,KC,-8.0
2021,WSGT,SPREAD,2021_04_KC_PHI,PHI,8.0
2021,WSGT,TOTAL,2021_04_KC_PHI,Over,50.5
2021,WSGT,TOTAL,2021_04_KC_PHI,Under,50.5
2021,WSGT,SPREAD,2021_04_CAR_DAL,DAL,-5.5
2021,WSGT,SPREAD,2021_04_CAR_DAL,CAR,5.5
2021,WSGT,TOTAL,2021_04_CAR_DAL,Over,49.5
2021,WSGT,TOTAL,2021_04_CAR_DAL,Under,49.5
2021,WSGT,SPREAD,2021_04_NYG_NO,NO,-5.5
2021,WSGT,SPREAD,2021_04_NYG_NO,NYG,5.5
2021,WSGT,TOTAL,2021_04_NYG_NO,Over,47.5
2021,WSGT,TOTAL,2021_04_NYG_NO,Under,47.5
2021,WSGT,SPREAD,2021_04_CLE_MIN,CLE,-1.5
2021,WSGT,SPREAD,2021_04_CLE_MIN,MIN,1.5
2021,WSGT,TOTAL,2021_04_CLE_MIN,Over,47.5
2021,WSGT,TOTAL,2021_04_CLE_MIN,Under,47.5
2021,WSGT,SPREAD,2021_04_DET_CHI,CHI,-5.5
2021,WSGT,SPREAD,2021_04_DET_CHI,DET,5.5
2021,WSGT,TOTAL,2021_04_DET_CHI,Over,44.5
2021,WSGT,TOTAL,2021_04_DET_CHI,Under,44.5
2021,WSGT,SPREAD,2021_04_HOU_BUF,BUF,-14.0
2021,WSGT,SPREAD,2021_04_HOU_BUF,HOU,14.0
2021,WSGT,TOTAL,2021_04_HOU_BUF,Over,49.5
2021,WSGT,TOTAL,2021_04_HOU_BUF,Under,49.5
2021,WSGT,SPREAD,2021_04_IND_MIA,IND,-1.5
2021,WSGT,SPREAD,2021_04_IND_MIA,MIA,1.5
2021,WSGT,TOTAL,2021_04_IND_MIA,Over,47.0
2021,WSGT,TOTAL,2021_04_IND_MIA,Under,47.0
2021,WSGT,SPREAD,2021_04_WAS_ATL,ATL,-3.0
2021,WSGT,SPREAD,2021_04_WAS_ATL,WAS,3.0
2021,WSGT,TOTAL,2021_04_WAS_ATL,Over,48.0
2021,WSGT,TOTAL,2021_04_WAS_ATL,Under,48.0
2021,WSGT,SPREAD,2021_04_SEA_SF,SF,-3.5
2021,WSGT,SPREAD,2021_04_SEA_SF,SEA,3.5
2021,WSGT,TOTAL,2021_04_SEA_SF,Over,46.5
2021,WSGT,TOTAL,2021_04_SEA_SF,Under,46.5
2021,WSGT,SPREAD,2021_04_ARI_LA,LA,-4.5
2021,WSGT,SPREAD,2021_04_ARI_LA,ARI,4.5
2021,WSGT,TOTAL,2021_04_ARI_LA,Over,49.0
2021,WSGT,TOTAL,2021_04_ARI_LA,Under,49.0
2021,WSGT,SPREAD,2021_04_PIT_GB,GB,-2.5
2021,WSGT,SPREAD,2021_04_PIT_GB,PIT,2.5
2021,WSGT,TOTAL,2021_04_PIT_GB,Over,46.5
2021,WSGT,TOTAL,2021_04_PIT_GB,Under,46.5
2021,WSGT,SPREAD,2021_04_BAL_DEN,BAL,-3.5
2021,WSGT,SPREAD,2021_04_BAL_DEN,DEN,3.5
2021,WSGT,TOTAL,2021_04_BAL_DEN,Over,45.0
2021,WSGT,TOTAL,2021_04_BAL_DEN,Under,45.0
2021,WSGT,SPREAD,2021_04_TB_NE,TB,-3.5
2021,WSGT,SPREAD,2021_04_TB_NE,NE,3.5
2021,WSGT,TOTAL,2021_04_TB_NE,Over,49.0
2021,WSGT,TOTAL,2021_04_TB_NE,Under,49.0
2021,WSGT,SPREAD,2021_04_LV_LAC,LAC,-4.0
2021,WSGT,SPREAD,2021_04_LV_LAC,LV,4.0
2021,WSGT,TOTAL,2021_04_LV_LAC,Over,49.5
2021,WSGT,TOTAL,2021_04_LV_LAC,Under,49.5
2021,WSGT,SPREAD,2021_05_LA_SEA,LA,0.0
2021,WSGT,SPREAD,2021_05_LA_SEA,SEA,0.0
2021,WSGT,TOTAL,2021_05_LA_SEA,Over,48.0
2021,WSGT,TOTAL,2021_05_LA_SEA,Under,48.0
2021,WSGT,SPREAD,2021_05_NYJ_ATL,ATL,-3.0
2021,WSGT,SPREAD,2021_05_NYJ_ATL,NYJ,3.0
2021,WSGT,TOTAL,2021_05_NYJ_ATL,Over,47.5
2021,WSGT,TOTAL,2021_05_NYJ_ATL,Under,47.5
2021,WSGT,SPREAD,2021_05_DET_MIN,MIN,-8.5
2021,WSGT,SPREAD,2021_05_DET_MIN,DET,8.5
2021,WSGT,TOTAL,2021_05_DET_MIN,Over,48.0
2021,WSGT,TOTAL,2021_05_DET_MIN,Under,48.0
2021,WSGT,SPREAD,2021_05_NO_WAS,NO,-1.5
2021,WSGT,SPREAD,2021_05_NO_WAS,WAS,1.5
2021,WSGT,TOTAL,2021_05_NO_WAS,Over,46.5
2021,WSGT,TOTAL,2021_05_NO_WAS,Under,46.5
2021,WSGT,SPREAD,2021_05_NE_HOU,NE,-6.0
2021,WSGT,SPREAD,2021_05_NE_HOU,HOU,6.0
2021,WSGT,TOTAL,2021_05_NE_HOU,Over,46.5
2021,WSGT,TOTAL,2021_05_NE_HOU,Under,46.5
2021,WSGT,SPREAD,2021_05_MIA_TB,TB,-7.5
2021,WSGT,SPREAD,2021_05_MIA_TB,MIA,7.5
2021,WSGT,TOTAL,2021_05_MIA_TB,Over,50.5
2021,WSGT,TOTAL,2021_05_MIA_TB,Under,50.5
2021,WSGT,SPREAD,2021_05_GB_CIN,GB,-3.0
2021,WSGT,SPREAD,2021_05_GB_CIN,CIN,3.0
2021,WSGT,TOTAL,2021_05_GB_CIN,Over,47.5
2021,WSGT,TOTAL,2021_05_GB_CIN,Under,47.5
2021,WSGT,SPREAD,2021_05_DEN_PIT,PIT,-4.5
2021,WSGT,SPREAD,2021_05_DEN_PIT,DEN,4.5
2021,WSGT,TOTAL,2021_05_DEN_PIT,Over,45.0
2021,WSGT,TOTAL,2021_05_DEN_PIT,Under,45.0
2021,WSGT,SPREAD,2021_05_PHI_CAR,CAR,-3.0
2021,WSGT,SPREAD,2021_05_PHI_CAR,PHI,3.0
2021,WSGT,TOTAL,2021_05_PHI_CAR,Over,47.5
2021,WSGT,TOTAL,2021_05_PHI_CAR,Under,47.5
2021,WSGT,SPREAD,2021_05_TEN_JAX,TEN,-2.5
2021,WSGT,SPREAD,2021_05_TEN_JAX,JAX,2.5
2021,WSGT,TOTAL,2021_05_TEN_JAX,Over,48.0
2021,WSGT,TOTAL,2021_05_TEN_JAX,Under,48.0
2021,WSGT,SPREAD,2021_05_CLE_LAC,CLE,-1.5
2021,WSGT,SPREAD,2021_05_CLE_LAC,LAC,1.5
2021,WSGT,TOTAL,2021_05_CLE_LAC,Over,47.5
2021,WSGT,TOTAL,2021_05_CLE_LAC,Under,47.5
2021,WSGT,SPREAD,2021_05_CHI_LV,LV,-3.5
2021,WSGT,SPREAD,2021_05_CHI_LV,CHI,3.5
2021,WSGT,TOTAL,2021_05_CHI_LV,Over,46.5
2021,WSGT,TOTAL,2021_05_CHI_LV,Under,46.5
2021,WSGT,SPREAD,2021_05_SF_ARI,SF,0.0
2021,WSGT,SPREAD,2021_05_SF_ARI,ARI,0.0
2021,WSGT,TOTAL,2021_05_SF_ARI,Over,46.5
2021,WSGT,TOTAL,2021_05_SF_ARI,Under,46.5
2021,WSGT,SPREAD,2021_05_NYG_DAL,DAL,-5.5
2021,WSGT,SPREAD,2021_05_NYG_DAL,NYG,5.5
2021,WSGT,TOTAL,2021_05_NYG_DAL,Over,48.5
2021,WSGT,TOTAL,2021_05_NYG_DAL,Under,48.5
2021,WSGT,SPREAD,2021_05_BUF_KC,KC,-4.5
2021,WSGT,SPREAD,2021_05_BUF_KC,BUF,4.5
2021,WSGT,TOTAL,2021_05_BUF_KC,Over,54.5
2021,WSGT,TOTAL,2021_05_BUF_KC,Under,54.5
2021,WSGT,SPREAD,2021_05_IND_BAL,BAL,-4.0
2021,WSGT,SPREAD,2021_05_IND_BAL,IND,4.0
2021,WSGT,TOTAL,2021_05_IND_BAL,Over,49.0
2021,WSGT,TOTAL,2021_05_IND_BAL,Under,49.0
2021,WSGT,SPREAD,2021_06_TB_PHI,TB,-7.5
2021,WSGT,SPREAD,2021_06_TB_PHI,PHI,7.5
2021,WSGT,TOTAL,2021_06_TB_PHI,Over,50.5
2021,WSGT,TOTAL,2021_06_TB_PHI,Under,50.5
2021,WSGT,SPREAD,2021_06_MIA_JAX,MIA,-1.5
2021,WSGT,SPREAD,2021_06_MIA_JAX,JAX,1.5
2021,WSGT,TOTAL,2021_06_MIA_JAX,Over,45.5
2021,WSGT,TOTAL,2021_06_MIA_JAX,Under,45.5
2021,WSGT,SPREAD,2021_06_KC_WAS,KC,-6.5
2021,WSGT,SPREAD,2021_06_KC_WAS,WAS,6.5
2021,WSGT,TOTAL,2021_06_KC_WAS,Over,50.5
2021,WSGT,TOTAL,2021_06_KC_WAS,Under,50.5
2021,WSGT,SPREAD,2021_06_LA_NYG,LA,-3.5
2021,WSGT,SPREAD,2021_06_LA_NYG,NYG,3.5
2021,WSGT,TOTAL,2021_06_LA_NYG,Over,45.5
2021,WSGT,TOTAL,2021_06_LA_NYG,Under,45.5
2021,WSGT,SPREAD,2021_06_HOU_IND,IND,-11.5
2021,WSGT,SPREAD,2021_06_HOU_IND,HOU,11.5
2021,WSGT,TOTAL,2021_06_HOU_IND,Over,48.0
2021,WSGT,TOTAL,2021_06_HOU_IND,Under,48.0
2021,WSGT,SPREAD,2021_06_CIN_DET,CIN,-1.0
2021,WSGT,SPREAD,2021_06_CIN_DET,DET,1.0
2021,WSGT,TOTAL,2021_06_CIN_DET,Over,47.0
2021,WSGT,TOTAL,2021_06_CIN_DET,Under,47.0
2021,WSGT,SPREAD,2021_06_GB_CHI,GB,-2.5
2021,WSGT,SPREAD,2021_06_GB_CHI,CHI,2.5
2021,WSGT,TOTAL,2021_06_GB_CHI,Over,46.0
2021,WSGT,TOTAL,2021_06_GB_CHI,Under,46.0
2021,WSGT,SPREAD,2021_06_LAC_BAL,BAL,-5.5
2021,WSGT,SPREAD,2021_06_LAC_BAL,LAC,5.5
2021,WSGT,TOTAL,2021_06_LAC_BAL,Over,49.0
2021,WSGT,TOTAL,2021_06_LAC_BAL,Under,49.0
2021,WSGT,SPREAD,2021_06_MIN_CAR,MIN,0.0
2021,WSGT,SPREAD,2021_06_MIN_CAR,CAR,0.0
2021,WSGT,TOTAL,2021_06_MIN_CAR,Over,47.5
2021,WSGT,TOTAL,2021_06_MIN_CAR,Under,47.5
2021,WSGT,SPREAD,2021_06_ARI_CLE,CLE,-4.5
2021,WSGT,SPREAD,2021_06_ARI_CLE,ARI,4.5
2021,WSGT,TOTAL,2021_06_ARI_CLE,Over,50.0
2021,WSGT,TOTAL,2021_06_ARI_CLE,Under,50.0
2021,WSGT,SPREAD,2021_06_LV_DEN,DEN,-3.5
2021,WSGT,SPREAD,2021_06_LV_DEN,LV,3.5
