season,team,nfl,nfl_team_id,espn,pfr,pff,pfflabel,fo,full,location,short_location,nickname,hyphenated,sbr,sbr_wins,sbr_name,draft_kings
2017,JAX,JAX,2250,JAX,JAX,15,JAX,JAC,Jacksonville Jaguars,Jacksonville,Jacksonville,Jaguars,jacksonville-jaguars,1529,,,
2017,KC,KC,2310,KC,KAN,16,KC,KC,Kansas City Chiefs,Kansas City,Kansas City,Chiefs,kansas-city-chiefs,1531,,,
2017,LAC,LAC,4400,LAC,SDG,27,LAC,LACH,Los Angeles Chargers,Los Angeles Chargers,LA Chargers,Chargers,los-angeles-chargers,75380,,,
2017,LA,LA,2510,LAR,RAM,26,LA,LARM,Los Angeles Rams,Los Angeles Rams,LA Rams,Rams,los-angeles-rams,1550,,,
2017,MIA,MIA,2700,MIA,MIA,17,MIA,MIA,Miami Dolphins,Miami,Miami,Dolphins,miami-dolphins,1524,,,
2017,MIN,MIN,3000,MIN,MIN,18,MIN,MIN,Minnesota Vikings,Minnesota,Minnesota,Vikings,minnesota-vikings,1541,,,
2017,NE,NE,3200,NE,NWE,19,NE,NE,New England Patriots,New England,New England,Patriots,new-england-patriots,1525,,,
2017,NO,NO,3300,NO,NOR,20,NO,NO,New Orleans Saints,New Orleans,New Orleans,Saints,new-orleans-saints,1543,,,
2017,NYG,NYG,3410,NYG,NYG,21,NYG,NYG,New York Giants,New York Giants,NY Giants,Giants,new-york-giants,1535,,,
2017,NYJ,NYJ,3430,NYJ,NYJ,22,NYJ,NYJ,New York Jets,New York Jets,NY Jets,Jets,new-york-jets,1523,,,
2017,OAK,OAK,2520,OAK,RAI,23,OAK,OAK,Oakland Raiders,Oakland,Oakland,Raiders,oakland-raiders,1533,,,
2017,PHI,PHI,3700,PHI,PHI,24,PHI,PHI,Philadelphia Eagles,Philadelphia,Philadelphia,Eagles,philadelphia-eagles,1536,,,
2017,PIT,PIT,3900,PIT,PIT,25,PIT,PIT,Pittsburgh Steelers,Pittsburgh,Pittsburgh,Steelers,pittsburgh-steelers,1519,,,
2017,SEA,SEA,4600,SEA,SEA,29,SEA,SEA,Seattle Seahawks,Seattle,Seattle,Seahawks,seattle-seahawks,1548,,,
2017,SF,SF,4500,SF,SFO,28,SF,SF,San Francisco 49ers,San Francisco,San Francisco,49ers,san-francisco-49ers,1547,,,
2017,TB,TB,4900,TB,TAM,30,TB,TB,Tampa Bay Buccaneers,Tampa Bay,Tampa Bay,Buccaneers,tampa-bay-buccaneers,1544,,,
2017,TEN,TEN,2100,TEN,OTI,31,TEN,TEN,Tennessee Titans,Tennessee,Tennessee,Titans,tennessee-titans,1528,,,
2017,WAS,WAS,5110,WSH,WAS,32,WAS,WAS,Washington Redskins,Washington,Washington,Redskins,washington-redskins,1537,,,
2018,ARI,ARI,3800,ARI,CRD,1,ARZ,ARI,Arizona Cardinals,Arizona,Arizona,Cardinals,arizona-cardinals,1549,,,
2018,ATL,ATL,0200,ATL,ATL,2,ATL,ATL,Atlanta Falcons,Atlanta,Atlanta,Falcons,atlanta-falcons,1546,,,
2018,BAL,BAL,0325,BAL,RAV,3,BLT,BAL,Baltimore Ravens,Baltimore,Baltimore,Ravens,baltimore-ravens,1521,,,
2018,BUF,BUF,0610,BUF,BUF,4,BUF,BUF,Buffalo Bills,Buffalo,Buffalo,Bills,buffalo-bills,1526,,,
2018,CAR,CAR,0750,CAR,CAR,5,CAR,CAR,Carolina Panthers,Carolina,Carolina,Panthers,carolina-panthers,1545,,,
2018,CHI,CHI,0810,CHI,CHI,6,CHI,CHI,Chicago Bears,Chicago,Chicago,Bears,chicago-bears,1540,,,
2018,CIN,CIN,0920,CIN,CIN,7,CIN,CIN,Cincinnati Bengals,Cincinnati,Cincinnati,Bengals,cincinnati-bengals,1522,,,
2018,CLE,CLE,1050,CLE,CLE,8,CLV,CLE,Cleveland Browns,Cleveland,Cleveland,Browns,cleveland-browns,1520,,,
2018,DAL,DAL,1200,DAL,DAL,9,DAL,DAL,Dallas Cowboys,Dallas,Dallas,Cowboys,dallas-cowboys,1538,,,
2018,DEN,DEN,1400,DEN,DEN,10,DEN,DEN,Denver Broncos,Denver,Denver,Broncos,denver-broncos,1534,,,
2018,DET,DET,1540,DET,DET,11,DET,DET,Detroit Lions,Detroit,Detroit,Lions,detroit-lions,1539,,,
2018,GB,GB,1800,GB,GNB,12,GB,GB,Green Bay Packers,Green Bay,Green Bay,Packers,green-bay-packers,1542,,,
2018,HOU,HOU,2120,HOU,HTX,13,HST,HOU,Houston Texans,Houston,Houston,Texans,houston-texans,1530,,,
2018,IND,IND,2200,IND,CLT,14,IND,IND,Indianapolis Colts,Indianapolis,Indianapolis,Colts,indianapolis-colts,1527,,,
2018,JAX,JAX,2250,JAX,JAX,15,JAX,JAX,Jacksonville Jaguars,Jacksonville,Jacksonville,Jaguars,jacksonville-jaguars,1529,,,
2018,KC,KC,2310,KC,KAN,16,KC,KC,Kansas City Chiefs,Kansas City,Kansas City,Chiefs,kansas-city-chiefs,1531,,,
2018,LAC,LAC,4400,LAC,SDG,27,LAC,LAC,Los Angeles Chargers,Los Angeles Chargers,LA Chargers,Chargers,los-angeles-chargers,75380,,,
2018,LA,LA,2510,LAR,RAM,26,LA,LAR,Los Angeles Rams,Los Angeles Rams,LA Rams,Rams,los-angeles-rams,1550,,,
2018,MIA,MIA,2700,MIA,MIA,17,MIA,MIA,Miami Dolphins,Miami,Miami,Dolphins,miami-dolphins,1524,,,
2018,MIN,MIN,3000,MIN,MIN,18,MIN,MIN,Minnesota Vikings,Minnesota,Minnesota,Vikings,minnesota-vikings,1541,,,
2018,NE,NE,3200,NE,NWE,19,NE,NE,New England Patriots,New England,New England,Patriots,new-england-patriots,1525,,,
2018,NO,NO,3300,NO,NOR,20,NO,NO,New Orleans Saints,New Orleans,New Orleans,Saints,new-orleans-saints,1543,,,
2018,NYG,NYG,3410,NYG,NYG,21,NYG,NYG,New York Giants,New York Giants,NY Giants,Giants,new-york-giants,1535,,,
2018,NYJ,NYJ,3430,NYJ,NYJ,22,NYJ,NYJ,New York Jets,New York Jets,NY Jets,Jets,new-york-jets,1523,,,
2018,OAK,OAK,2520,OAK,RAI,23,OAK,OAK,Oakland Raiders,Oakland,Oakland,Raiders,oakland-raiders,1533,,,
2018,PHI,PHI,3700,PHI,PHI,24,PHI,PHI,Philadelphia Eagles,Philadelphia,Philadelphia,Eagles,philadelphia-eagles,1536,,,
2018,PIT,PIT,3900,PIT,PIT,25,PIT,PIT,Pittsburgh Steelers,Pittsburgh,Pittsburgh,Steelers,pittsburgh-steelers,1519,,,
2018,SEA,SEA,4600,SEA,SEA,29,SEA,SEA,Seattle Seahawks,Seattle,Seattle,Seahawks,seattle-seahawks,1548,,,
2018,SF,SF,4500,SF,SFO,28,SF,SF,San Francisco 49ers,San Francisco,San Francisco,49ers,san-francisco-49ers,1547,,,
2018,TB,TB,4900,TB,TAM,30,TB,TB,Tampa Bay Buccaneers,Tampa Bay,Tampa Bay,Buccaneers,tampa-bay-buccaneers,1544,,,
2018,TEN,TEN,2100,TEN,OTI,31,TEN,TEN,Tennessee Titans,Tennessee,Tennessee,Titans,tennessee-titans,1528,,,
2018,WAS,WAS,5110,WSH,WAS,32,WAS,WAS,Washington Redskins,Washington,Washington,Redskins,washington-redskins,1537,,,
2019,ARI,ARI,3800,ARI,CRD,1,ARZ,ARI,Arizona Cardinals,Arizona,Arizona,Cardinals,arizona-cardinals,1549,,,
2019,ATL,ATL,0200,ATL,ATL,2,ATL,ATL,Atlanta Falcons,Atlanta,Atlanta,Falcons,atlanta-falcons,1546,,,
2019,BAL,BAL,0325,BAL,RAV,3,BLT,BAL,Baltimore Ravens,Baltimore,Baltimore,Ravens,baltimore-ravens,1521,,,
2019,BUF,BUF,0610,BUF,BUF,4,BUF,BUF,Buffalo Bills,Buffalo,Buffalo,Bills,buffalo-bills,1526,,,
2019,CAR,CAR,0750,CAR,CAR,5,CAR,CAR,Carolina Panthers,Carolina,Carolina,Panthers,carolina-panthers,1545,,,
2019,CHI,CHI,0810,CHI,CHI,6,CHI,CHI,Chicago Bears,Chicago,Chicago,Bears,chicago-bears,1540,,,
2019,CIN,CIN,0920,CIN,CIN,7,CIN,CIN,Cincinnati Bengals,Cincinnati,Cincinnati,Bengals,cincinnati-bengals,1522,,,
2019,CLE,CLE,1050,CLE,CLE,8,CLV,CLE,Cleveland Browns,Cleveland,Cleveland,Browns,cleveland-browns,1520,,,
2019,DAL,DAL,1200,DAL,DAL,9,DAL,DAL,Dallas Cowboys,Dallas,Dallas,Cowboys,dallas-cowboys,1538,,,
2019,DEN,DEN,1400,DEN,DEN,10,DEN,DEN,Denver Broncos,Denver,Denver,Broncos,denver-broncos,1534,,,
2019,DET,DET,1540,DET,DET,11,DET,DET,Detroit Lions,Detroit,Detroit,Lions,detroit-lions,1539,,,
2019,GB,GB,1800,GB,GNB,12,GB,GB,Green Bay Packers,Green Bay,Green Bay,Packers,green-bay-packers,1542,,,
2019,HOU,HOU,2120,HOU,HTX,13,HST,HOU,Houston Texans,Houston,Houston,Texans,houston-texans,1530,,,
2019,IND,IND,2200,IND,CLT,14,IND,IND,Indianapolis Colts,Indianapolis,Indianapolis,Colts,indianapolis-colts,1527,,,
2019,JAX,JAX,2250,JAX,JAX,15,JAX,JAX,Jacksonville Jaguars,Jacksonville,Jacksonville,Jaguars,jacksonville-jaguars,1529,,,
2019,KC,KC,2310,KC,KAN,16,KC,KC,Kansas City Chiefs,Kansas City,Kansas City,Chiefs,kansas-city-chiefs,1531,,,
2019,LAC,LAC,4400,LAC,SDG,27,LAC,LAC,Los Angeles Chargers,Los Angeles Chargers,LA Chargers,Chargers,los-angeles-chargers,75380,,,
2019,LA,LA,2510,LAR,RAM,26,LA,LAR,Los Angeles Rams,Los Angeles Rams,LA Rams,Rams,los-angeles-rams,1550,,,
2019,MIA,MIA,2700,MIA,MIA,17,MIA,MIA,Miami Dolphins,Miami,Miami,Dolphins,miami-dolphins,1524,,,
2019,MIN,MIN,3000,MIN,MIN,18,MIN,MIN,Minnesota Vikings,Minnesota,Minnesota,Vikings,minnesota-vikings,1541,,,
2019,NE,NE,3200,NE,NWE,19,NE,NE,New England Patriots,New England,New England,Patriots,new-england-patriots,1525,,,
2019,NO,NO,3300,NO,NOR,20,NO,NO,New Orleans Saints,New Orleans,New Orleans,Saints,new-orleans-saints,1543,,,
2019,NYG,NYG,3410,NYG,NYG,21,NYG,NYG,New York Giants,New York Giants,NY Giants,Giants,new-york-giants,1535,,,
2019,NYJ,NYJ,3430,NYJ,NYJ,22,NYJ,NYJ,New York Jets,New York Jets,NY Jets,Jets,new-york-jets,1523,,,
2019,OAK,OAK,2520,OAK,RAI,23,OAK,OAK,Oakland Raiders,Oakland,Oakland,Raiders,oakland-raiders,1533,,,
2019,PHI,PHI,3700,PHI,PHI,24,PHI,PHI,Philadelphia Eagles,Philadelphia,Philadelphia,Eagles,philadelphia-eagles,1536,,,
2019,PIT,PIT,3900,PIT,PIT,25,PIT,PIT,Pittsburgh Steelers,Pittsburgh,Pittsburgh,Steelers,pittsburgh-steelers,1519,,,
2019,SEA,SEA,4600,SEA,SEA,29,SEA,SEA,Seattle Seahawks,Seattle,Seattle,Seahawks,seattle-seahawks,1548,,,
2019,SF,SF,4500,SF,SFO,28,SF,SF,San Francisco 49ers,San Francisco,San Francisco,49ers,san-francisco-49ers,1547,,,
2019,TB,TB,4900,TB,TAM,30,TB,TB,Tampa Bay Buccaneers,Tampa Bay,Tampa Bay,Buccaneers,tampa-bay-buccaneers,1544,,,
2019,TEN,TEN,2100,TEN,OTI,31,TEN,TEN,Tennessee Titans,Tennessee,Tennessee,Titans,tennessee-titans,1528,,,
2019,WAS,WAS,5110,WSH,WAS,32,WAS,WAS,Washington Redskins,Washington,Washington,Redskins,washington-redskins,1537,,,
2020,ARI,ARI,3800,ARI,CRD,1,ARZ,ARI,Arizona Cardinals,Arizona,Arizona,Cardinals,arizona-cardinals,1549,4078262,Arizona Cardinals,ARI Cardinals
2020,ATL,ATL,0200,ATL,ATL,2,ATL,ATL,Atlanta Falcons,Atlanta,Atlanta,Falcons,atlanta-falcons,1546,4090120,Atlanta Falcons,ATL Falcons
2020,BAL,BAL,0325,BAL,RAV,3,BLT,BAL,Baltimore Ravens,Baltimore,Baltimore,Ravens,baltimore-ravens,1521,4078403,Baltimore Ravens,BAL Ravens
2020,BUF,BUF,0610,BUF,BUF,4,BUF,BUF,Buffalo Bills,Buffalo,Buffalo,Bills,buffalo-bills,1526,4078404,Buffalo Bills,BUF Bills
2020,CAR,CAR,0750,CAR,CAR,5,CAR,CAR,Carolina Panthers,Carolina,Carolina,Panthers,carolina-panthers,1545,4078406,Carolina Panthers,CAR Panthers
2020,CHI,CHI,0810,CHI,CHI,6,CHI,CHI,Chicago Bears,Chicago,Chicago,Bears,chicago-bears,1540,4078407,Chicago Bears,CHI Bears
2020,CIN,CIN,0920,CIN,CIN,7,CIN,CIN,Cincinnati Bengals,Cincinnati,Cincinnati,Bengals,cincinnati-bengals,1522,4078408,Cincinnati Bengals,CIN Bengals
2020,CLE,CLE,1050,CLE,CLE,8,CLV,CLE,Cleveland Browns,Cleveland,Cleveland,Browns,cleveland-browns,1520,4078409,Cleveland Browns,CLE Browns
2020,DAL,DAL,1200,DAL,DAL,9,DAL,DAL,Dallas Cowboys,Dallas,Dallas,Cowboys,dallas-cowboys,1538,4078410,Dallas Cowboys,DAL Cowboys
2020,DEN,DEN,1400,DEN,DEN,10,DEN,DEN,Denver Broncos,Denver,Denver,Broncos,denver-broncos,1534,4078411,Denver Broncos,DEN Broncos
2020,DET,DET,1540,DET,DET,11,DET,DET,Detroit Lions,Detroit,Detroit,Lions,detroit-lions,1539,4078412,Detroit Lions,DET Lions
2020,GB,GB,1800,GB,GNB,12,GB,GB,Green Bay Packers,Green Bay,Green Bay,Packers,green-bay-packers,1542,4078413,Green Bay Packers,GB Packers
2020,HOU,HOU,2120,HOU,HTX,13,HST,HOU,Houston Texans,Houston,Houston,Texans,houston-texans,1530,4078414,Houston Texans,HOU Texans
2020,IND,IND,2200,IND,CLT,14,IND,IND,Indianapolis Colts,Indianapolis,Indianapolis,Colts,indianapolis-colts,1527,4078415,Indianapolis Colts,IND Colts
2020,JAX,JAC,2250,JAX,JAX,15,JAX,JAX,Jacksonville Jaguars,Jacksonville,Jacksonville,Jaguars,jacksonville-jaguars,1529,4078416,Jacksonville Jaguars,JAX Jaguars
2020,KC,KC,2310,KC,KAN,16,KC,KC,Kansas City Chiefs,Kansas City,Kansas City,Chiefs,kansas-city-chiefs,1531,4078255,Kansas City Chiefs,KC Chiefs
2020,LAC,LAC,4400,LAC,SDG,27,LAC,LAC,Los Angeles Chargers,Los Angeles Chargers,LA Chargers,Chargers,los-angeles-chargers,75380,4078418,Los Angeles Chargers,LA Chargers
2020,LA,LA,2510,LAR,RAM,26,LA,LAR,Los Angeles Rams,Los Angeles Rams,LA Rams,Rams,los-angeles-rams,1550,4078419,Los Angeles Rams,LA Rams
2020,LV,LV,2520,LV,RAI,23,LV,LV,Las Vegas Raiders,Las Vegas,Las Vegas,Raiders,las-vegas-raiders,1533,4078417,Las Vegas Raiders,LV Raiders
2020,MIA,MIA,2700,MIA,MIA,17,MIA,MIA,Miami Dolphins,Miami,Miami,Dolphins,miami-dolphins,1524,4078420,Miami Dolphins,MIA Dolphins
2020,MIN,MIN,3000,MIN,MIN,18,MIN,MIN,Minnesota Vikings,Minnesota,Minnesota,Vikings,minnesota-vikings,1541,4078421,Minnesota Vikings,MIN Vikings
2020,NE,NE,3200,NE,NWE,19,NE,NE,New England Patriots,New England,New England,Patriots,new-england-patriots,1525,4078422,New England Patriots,NE Patriots
2020,NO,NO,3300,NO,NOR,20,NO,NO,New Orleans Saints,New Orleans,New Orleans,Saints,new-orleans-saints,1543,4078423,New Orleans Saints,NO Saints
2020,NYG,NYG,3410,NYG,NYG,21,NYG,NYG,New York Giants,New York Giants,NY Giants,Giants,new-york-giants,1535,4078424,N.Y. Giants,NY Giants
2020,NYJ,NYJ,3430,NYJ,NYJ,22,NYJ,NYJ,New York Jets,New York Jets,NY Jets,Jets,new-york-jets,1523,4078425,N.Y. Jets,NY Jets
2020,PHI,PHI,3700,PHI,PHI,24,PHI,PHI,Philadelphia Eagles,Philadelphia,Philadelphia,Eagles,philadelphia-eagles,1536,4078426,Philadelphia Eagles,PHI Eagles
2020,PIT,PIT,3900,PIT,PIT,25,PIT,PIT,Pittsburgh Steelers,Pittsburgh,Pittsburgh,Steelers,pittsburgh-steelers,1519,4078427,Pittsburgh Steelers,PIT Steelers
2020,SEA,SEA,4600,SEA,SEA,29,SEA,SEA,Seattle Seahawks,Seattle,Seattle,Seahawks,seattle-seahawks,1548,4078429,Seattle Seahawks,SEA Seahawks
2020,SF,SF,4500,SF,SFO,28,SF,SF,San Francisco 49ers,San Francisco,San Francisco,49ers,san-francisco-49ers,1547,4078428,San Francisco 49ers,SF 49ers
2020,TB,TB,4900,TB,TAM,30,TB,TB,Tampa Bay Buccaneers,Tampa Bay,Tampa Bay,Buccaneers,tampa-bay-buccaneers,1544,4078430,Tampa Bay Buccaneers,TB Buccaneers
2020,TEN,TEN,2100,TEN,OTI,31,TEN,TEN,Tennessee Titans,Tennessee,Tennessee,Titans,tennessee-titans,1528,4078431,Tennessee Titans,TEN Titans
2020,WAS,WAS,5110,WSH,WAS,32,WAS,WAS,Washington Football Team,Washington,Washington,Football Team,washington-football-team,1537,4078432,Washington Football Team,WAS Football Team
2021,ARI,ARI,3800,ARI,CRD,1,ARZ,ARI,Arizona Cardinals,Arizona,Arizona,Cardinals,arizona-cardinals,1549,,Arizona Cardinals,ARI Cardinals
2021,ATL,ATL,0200,ATL,ATL,2,ATL,ATL,Atlanta Falcons,Atlanta,Atlanta,Falcons,atlanta-falcons,1546,,Atlanta Falcons,ATL Falcons
2021,BAL,BAL,0325,BAL,RAV,3,BLT,BAL,Baltimore Ravens,Baltimore,Baltimore,Ravens,baltimore-ravens,1521,,Baltimore Ravens,BAL Ravens
2021,BUF,BUF,0610,BUF,BUF,4,BUF,BUF,Buffalo Bills,Buffalo,Buffalo,Bills,buffalo-bills,1526,,Buffalo Bills,BUF Bills
2021,CAR,CAR,0750,CAR,CAR,5,CAR,CAR,Carolina Panthers,Carolina,Carolina,Panthers,carolina-panthers,1545,,Carolina Panthers,CAR Panthers
2021,CHI,CHI,0810,CHI,CHI,6,CHI,CHI,Chicago Bears,Chicago,Chicago,Bears,chicago-bears,1540,,Chicago Bears,CHI Bears
2021,CIN,CIN,0920,CIN,CIN,7,CIN,CIN,Cincinnati Bengals,Cincinnati,Cincinnati,Bengals,cincinnati-bengals,1522,,Cincinnati Bengals,CIN Bengals
2021,CLE,CLE,1050,CLE,CLE,8,CLV,CLE,Cleveland Browns,Cleveland,Cleveland,Browns,cleveland-browns,1520,,Cleveland Browns,CLE Browns
2021,DAL,DAL,1200,DAL,DAL,9,DAL,DAL,Dallas Cowboys,Dallas,Dallas,Cowboys,dallas-cowboys,1538,,Dallas Cowboys,DAL Cowboys
2021,DEN,DEN,1400,DEN,DEN,10,DEN,DEN,Denver Broncos,Denver,Denver,Broncos,denver-broncos,1534,,Denver Broncos,DEN Broncos
2021,DET,DET,1540,DET,DET,11,DET,DET,Detroit Lions,Detroit,Detroit,Lions,detroit-lions,1539,,Detroit Lions,DET Lions
2021,GB,GB,1800,GB,GNB,12,GB,GB,Green Bay Packers,Green Bay,Green Bay,Packers,green-bay-packers,1542,,Green Bay Packers,GB Packers
2021,HOU,HOU,2120,HOU,HTX,13,HST,HOU,Houston Texans,Houston,Houston,Texans,houston-texans,1530,,Houston Texans,HOU Texans
2021,IND,IND,2200,IND,CLT,14,IND,IND,Indianapolis Colts,Indianapolis,Indianapolis,Colts,indianapolis-colts,1527,,Indianapolis Colts,IND Colts
2021,JAX,JAC,2250,JAX,JAX,15,JAX,JAX,Jacksonville Jaguars,Jacksonville,Jacksonville,Jaguars,jacksonville-jaguars,1529,,Jacksonville Jaguars,JAX Jaguars
2021,KC,KC,2310,KC,KAN,16,KC,KC,Kansas City Chiefs,Kansas City,Kansas City,Chiefs,kansas-city-chiefs,1531,,Kansas City Chiefs,KC Chiefs
2021,LAC,LAC,4400,LAC,SDG,27,LAC,LAC,Los Angeles Chargers,Los Angeles Chargers,LA Chargers,Chargers,los-angeles-chargers,75380,,Los Angeles Chargers,LA Chargers
2021,LA,LA,2510,LAR,RAM,26,LA,LAR,Los Angeles Rams,Los Angeles Rams,LA Rams,Rams,los-angeles-rams,1550,,Los Angeles Rams,LA Rams
2021,LV,LV,2520,LV,RAI,23,LV,LV,Las Vegas Raiders,Las Vegas,Las Vegas,Raiders,las-vegas-raiders,1533,,Las Vegas Raiders,LV Raiders
2021,MIA,MIA,2700,MIA,MIA,17,MIA,MIA,Miami Dolphins,Miami,Miami,Dolphins,miami-dolphins,1524,,Miami Dolphins,MIA Dolphins
2021,MIN,MIN,3000,MIN,MIN,18,MIN,MIN,Minnesota Vikings,Minnesota,Minnesota,Vikings,minnesota-vikings,1541,,Minnesota Vikings,MIN Vikings
2021,NE,NE,3200,NE,NWE,19,NE,NE,New England Patriots,New England,New England,Patriots,new-england-patriots,1525,,New England Patriots,NE Patriots
2021,NO,NO,3300,NO,NOR,20,NO,NO,New Orleans Saints,New Orleans,New Orleans,Saints,new-orleans-saints,1543,,New Orleans Saints,NO Saints
2021,NYG,NYG,3410,NYG,NYG,21,NYG,NYG,New York Giants,New York Giants,NY Giants,Giants,new-york-giants,1535,,N.Y. Giants,NY Giants
2021,NYJ,NYJ,3430,NYJ,NYJ,22,NYJ,NYJ,New York Jets,New York Jets,NY Jets,Jets,new-york-jets,1523,,N.Y. Jets,NY Jets
2021,PHI,PHI,3700,PHI,PHI,24,PHI,PHI,Philadelphia Eagles,Philadelphia,Philadelphia,Eagles,philadelphia-eagles,1536,,Philadelphia Eagles,PHI Eagles
2021,PIT,PIT,3900,PIT,PIT,25,PIT,PIT,Pittsburgh Steelers,Pittsburgh,Pittsburgh,Steelers,pittsburgh-steelers,1519,,Pittsburgh Steelers,PIT Steelers
2021,SEA,SEA,4600,SEA,SEA,29,SEA,SEA,Seattle Seahawks,Seattle,Seattle,Seahawks,seattle-seahawks,1548,,Seattle Seahawks,SEA Seahawks
2021,SF,SF,4500,SF,SFO,28,SF,SF,San Francisco 49ers,San Francisco,San Francisco,49ers,san-francisco-49ers,1547,,San Francisco 49ers,SF 49ers
2021,TB,TB,4900,TB,TAM,30,TB,TB,Tampa Bay Buccaneers,Tampa Bay,Tampa Bay,Buccaneers,tampa-bay-buccaneers,1544,,Tampa Bay Buccaneers,TB Buccaneers
