season,conference,division,team,wins,losses,ties,win_pct,div_rank,sov,sos,seed,playoffs
2002,AFC,AFC East,BUF,8,8,0,0.5,4,0.351562,0.472656,,
2002,AFC,AFC East,MIA,9,7,0,0.5625,3,0.486111,0.507812,,
2002,AFC,AFC East,NE,9,7,0,0.5625,2,0.451389,0.523438,,
2002,AFC,AFC East,NYJ,9,7,0,0.5625,1,0.5,0.5,4,LostDV
2002,AFC,AFC North,BAL,7,9,0,0.4375,3,0.383929,0.5,,
2002,AFC,AFC North,CIN,2,14,0,0.125,4,0.40625,0.53125,,
2002,AFC,AFC North,CLE,9,7,0,0.5625,2,0.409722,0.480469,6,LostWC
2002,AFC,AFC North,PIT,10,5,1,0.65625,1,0.44375,0.484375,3,LostDV
2002,AFC,AFC South,HOU,4,12,0,0.25,4,0.484375,0.515625,,
2002,AFC,AFC South,IND,10,6,0,0.625,2,0.4,0.476562,5,LostWC
2002,AFC,AFC South,JAX,6,10,0,0.375,3,0.4375,0.503906,,
2002,AFC,AFC South,TEN,11,5,0,0.6875,1,0.471591,0.476562,2,LostCC
2002,AFC,AFC West,DEN,9,7,0,0.5625,2,0.486111,0.527344,,
2002,AFC,AFC West,KC,8,8,0,0.5,4,0.515625,0.527344,,
2002,AFC,AFC West,OAK,11,5,0,0.6875,1,0.528409,0.527344,1,LostSB
2002,AFC,AFC West,SD,8,8,0,0.5,3,0.453125,0.492188,,
2002,NFC,NFC East,DAL,5,11,0,0.3125,4,0.475,0.5,,
2002,NFC,NFC East,NYG,10,6,0,0.625,2,0.45,0.480469,5,LostWC
2002,NFC,NFC East,PHI,12,4,0,0.75,1,0.432292,0.46875,1,LostCC
2002,NFC,NFC East,WAS,7,9,0,0.4375,3,0.4375,0.527344,,
2002,NFC,NFC North,CHI,4,12,0,0.25,3,0.421875,0.519531,,
2002,NFC,NFC North,DET,3,13,0,0.1875,4,0.375,0.492188,,
2002,NFC,NFC North,GB,12,4,0,0.75,1,0.411458,0.449219,3,LostWC
2002,NFC,NFC North,MIN,6,10,0,0.375,2,0.416667,0.496094,,
2002,NFC,NFC South,ATL,9,6,1,0.59375,2,0.416667,0.492188,6,LostDV
2002,NFC,NFC South,CAR,7,9,0,0.4375,4,0.357143,0.480469,,
2002,NFC,NFC South,NO,9,7,0,0.5625,3,0.5625,0.492188,,
2002,NFC,NFC South,TB,12,4,0,0.75,1,0.427083,0.476562,2,WonSB
2002,NFC,NFC West,ARI,5,11,0,0.3125,4,0.4,0.5,,
2002,NFC,NFC West,SEA,7,9,0,0.4375,3,0.428571,0.503906,,
2002,NFC,NFC West,SF,10,6,0,0.625,1,0.45,0.503906,4,LostDV
2002,NFC,NFC West,STL,7,9,0,0.4375,2,0.446429,0.507812,,
2003,AFC,AFC East,BUF,6,10,0,0.375,3,0.4375,0.570312,,
2003,AFC,AFC East,MIA,10,6,0,0.625,2,0.3875,0.511719,,
2003,AFC,AFC East,NE,14,2,0,0.875,1,0.504464,0.484375,1,WonSB
2003,AFC,AFC East,NYJ,6,10,0,0.375,4,0.395833,0.527344,,
2003,AFC,AFC North,BAL,10,6,0,0.625,1,0.4,0.457031,4,LostWC
2003,AFC,AFC North,CIN,8,8,0,0.5,2,0.46875,0.457031,,
2003,AFC,AFC North,CLE,5,11,0,0.3125,4,0.3625,0.539062,,
2003,AFC,AFC North,PIT,6,10,0,0.375,3,0.364583,0.5,,
2003,AFC,AFC South,HOU,5,11,0,0.3125,4,0.4625,0.570312,,
2003,AFC,AFC South,IND,12,4,0,0.75,1,0.447917,0.492188,3,LostCC
2003,AFC,AFC South,JAX,5,11,0,0.3125,3,0.45,0.542969,,
2003,AFC,AFC South,TEN,12,4,0,0.75,2,0.401042,0.472656,5,LostDV
2003,AFC,AFC West,DEN,10,6,0,0.625,2,0.40625,0.5,6,LostWC
2003,AFC,AFC West,KC,13,3,0,0.8125,1,0.384615,0.417969,2,LostDV
2003,AFC,AFC West,OAK,4,12,0,0.25,3,0.484375,0.515625,,
2003,AFC,AFC West,SD,4,12,0,0.25,4,0.359375,0.503906,,
2003,NFC,NFC East,DAL,10,6,0,0.625,2,0.3875,0.460938,6,LostWC
2003,NFC,NFC East,NYG,4,12,0,0.25,4,0.5,0.554688,,
2003,NFC,NFC East,PHI,12,4,0,0.75,1,0.4375,0.476562,1,LostCC
2003,NFC,NFC East,WAS,5,11,0,0.3125,3,0.4875,0.53125,,
2003,NFC,NFC North,CHI,7,9,0,0.4375,3,0.366071,0.488281,,
2003,NFC,NFC North,DET,5,11,0,0.3125,4,0.4625,0.535156,,
2003,NFC,NFC North,GB,10,6,0,0.625,1,0.4375,0.488281,4,LostDV
2003,NFC,NFC North,MIN,9,7,0,0.5625,2,0.5,0.457031,,
2003,NFC,NFC South,ATL,5,11,0,0.3125,4,0.4625,0.539062,,
2003,NFC,NFC South,CAR,11,5,0,0.6875,1,0.397727,0.445312,3,LostSB
2003,NFC,NFC South,NO,8,8,0,0.5,2,0.375,0.5,,
2003,NFC,NFC South,TB,7,9,0,0.4375,3,0.4375,0.507812,,
2003,NFC,NFC West,ARI,4,12,0,0.25,4,0.53125,0.542969,,
2003,NFC,NFC West,SEA,10,6,0,0.625,2,0.40625,0.464844,5,LostWC
2003,NFC,NFC West,SF,7,9,0,0.4375,3,0.473214,0.511719,,
2003,NFC,NFC West,STL,12,4,0,0.75,1,0.442708,0.433594,2,LostDV
2004,AFC,AFC East,BUF,9,7,0,0.5625,3,0.381944,0.511719,,
2004,AFC,AFC East,MIA,4,12,0,0.25,4,0.4375,0.554688,,
2004,AFC,AFC East,NE,14,2,0,0.875,1,0.477679,0.492188,2,WonSB
2004,AFC,AFC East,NYJ,10,6,0,0.625,2,0.40625,0.523438,5,LostDV
2004,AFC,AFC North,BAL,9,7,0,0.5625,2,0.472222,0.550781,,
2004,AFC,AFC North,CIN,8,8,0,0.5,3,0.453125,0.542969,,
2004,AFC,AFC North,CLE,4,12,0,0.25,4,0.46875,0.589844,,
2004,AFC,AFC North,PIT,15,1,0,0.9375,1,0.479167,0.484375,1,LostCC
2004,AFC,AFC South,HOU,7,9,0,0.4375,3,0.401786,0.503906,,
2004,AFC,AFC South,IND,12,4,0,0.75,1,0.458333,0.5,3,LostDV
2004,AFC,AFC South,JAX,9,7,0,0.5625,2,0.479167,0.527344,,
2004,AFC,AFC South,TEN,5,11,0,0.3125,4,0.4625,0.511719,,
2004,AFC,AFC West,DEN,10,6,0,0.625,2,0.45,0.484375,6,LostWC
2004,AFC,AFC West,KC,7,9,0,0.4375,3,0.508929,0.550781,,
2004,AFC,AFC West,OAK,5,11,0,0.3125,4,0.45,0.570312,,
2004,AFC,AFC West,SD,12,4,0,0.75,1,0.411458,0.476562,4,LostWC
2004,NFC,NFC East,DAL,6,10,0,0.375,3,0.375,0.515625,,
2004,NFC,NFC East,NYG,6,10,0,0.375,2,0.416667,0.515625,,
2004,NFC,NFC East,PHI,13,3,0,0.8125,1,0.408654,0.453125,1,LostSB
2004,NFC,NFC East,WAS,6,10,0,0.375,4,0.333333,0.476562,,
2004,NFC,NFC North,CHI,5,11,0,0.3125,4,0.3875,0.464844,,
2004,NFC,NFC North,DET,6,10,0,0.375,3,0.416667,0.496094,,
2004,NFC,NFC North,GB,10,6,0,0.625,1,0.41875,0.457031,3,LostWC
2004,NFC,NFC North,MIN,8,8,0,0.5,2,0.40625,0.480469,6,LostDV
2004,NFC,NFC South,ATL,11,5,0,0.6875,1,0.431818,0.433594,2,LostCC
2004,NFC,NFC South,CAR,7,9,0,0.4375,3,0.366071,0.507812,,
2004,NFC,NFC South,NO,8,8,0,0.5,2,0.398438,0.464844,,
2004,NFC,NFC South,TB,5,11,0,0.3125,4,0.4125,0.476562,,
2004,NFC,NFC West,ARI,6,10,0,0.375,3,0.416667,0.460938,,
2004,NFC,NFC West,SEA,9,7,0,0.5625,1,0.368056,0.445312,4,LostWC
2004,NFC,NFC West,SF,2,14,0,0.125,4,0.375,0.488281,,
2004,NFC,NFC West,STL,8,8,0,0.5,2,0.4375,0.488281,5,LostDV
2005,AFC,AFC East,BUF,5,11,0,0.3125,3,0.45,0.5,,
2005,AFC,AFC East,MIA,9,7,0,0.5625,2,0.4375,0.457031,,
2005,AFC,AFC East,NE,10,6,0,0.625,1,0.4,0.507812,4,LostDV
2005,AFC,AFC East,NYJ,4,12,0,0.25,4,0.453125,0.527344,,
2005,AFC,AFC North,BAL,6,10,0,0.375,3,0.375,0.523438,,
2005,AFC,AFC North,CIN,11,5,0,0.6875,1,0.397727,0.476562,3,LostWC
2005,AFC,AFC North,CLE,6,10,0,0.375,4,0.395833,0.507812,,
2005,AFC,AFC North,PIT,11,5,0,0.6875,2,0.414773,0.492188,6,WonSB
2005,AFC,AFC South,HOU,2,14,0,0.125,4,0.34375,0.535156,,
2005,AFC,AFC South,IND,14,2,0,0.875,1,0.424107,0.457031,1,LostDV
2005,AFC,AFC South,JAX,12,4,0,0.75,2,0.375,0.464844,5,LostWC
2005,AFC,AFC South,TEN,4,12,0,0.25,3,0.21875,0.511719,,
2005,AFC,AFC West,DEN,13,3,0,0.8125,1,0.471154,0.5,2,LostCC
2005,AFC,AFC West,KC,10,6,0,0.625,2,0.475,0.503906,,
2005,AFC,AFC West,OAK,4,12,0,0.25,4,0.4375,0.539062,,
2005,AFC,AFC West,SD,9,7,0,0.5625,3,0.5,0.558594,,
2005,NFC,NFC East,DAL,9,7,0,0.5625,3,0.465278,0.523438,,
2005,NFC,NFC East,NYG,11,5,0,0.6875,1,0.431818,0.492188,4,LostWC
2005,NFC,NFC East,PHI,6,10,0,0.375,4,0.385417,0.53125,,
2005,NFC,NFC East,WAS,10,6,0,0.625,2,0.5,0.539062,6,LostDV
2005,NFC,NFC North,CHI,11,5,0,0.6875,1,0.397727,0.457031,2,LostDV
2005,NFC,NFC North,DET,5,11,0,0.3125,3,0.3,0.503906,,
2005,NFC,NFC North,GB,4,12,0,0.25,4,0.453125,0.53125,,
2005,NFC,NFC North,MIN,9,7,0,0.5625,2,0.381944,0.484375,,
2005,NFC,NFC South,ATL,8,8,0,0.5,3,0.34375,0.492188,,
2005,NFC,NFC South,CAR,11,5,0,0.6875,2,0.409091,0.449219,5,LostCC
2005,NFC,NFC South,NO,3,13,0,0.1875,4,0.416667,0.523438,,
2005,NFC,NFC South,TB,11,5,0,0.6875,1,0.426136,0.449219,3,LostWC
2005,NFC,NFC West,ARI,5,11,0,0.3125,3,0.3,0.507812,,
2005,NFC,NFC West,SEA,13,3,0,0.8125,1,0.403846,0.429688,1,LostSB
2005,NFC,NFC West,SF,4,12,0,0.25,4,0.390625,0.539062,,
2005,NFC,NFC West,STL,6,10,0,0.375,2,0.364583,0.484375,,
2006,AFC,AFC East,BUF,7,9,0,0.4375,3,0.446429,0.574219,,
2006,AFC,AFC East,MIA,6,10,0,0.375,4,0.53125,0.542969,,
2006,AFC,AFC East,NE,12,4,0,0.75,1,0.46875,0.496094,4,LostCC
2006,AFC,AFC East,NYJ,10,6,0,0.625,2,0.4,0.46875,5,LostWC
2006,AFC,AFC North,BAL,13,3,0,0.8125,1,0.447115,0.460938,2,LostDV
2006,AFC,AFC North,CIN,8,8,0,0.5,2,0.453125,0.535156,,
2006,AFC,AFC North,CLE,4,12,0,0.25,4,0.4375,0.535156,,
2006,AFC,AFC North,PIT,8,8,0,0.5,3,0.414062,0.496094,,
2006,AFC,AFC South,HOU,6,10,0,0.375,4,0.416667,0.503906,,
2006,AFC,AFC South,IND,12,4,0,0.75,1,0.505208,0.5,3,WonSB
2006,AFC,AFC South,JAX,8,8,0,0.5,3,0.554688,0.53125,,
2006,AFC,AFC South,TEN,8,8,0,0.5,2,0.484375,0.570312,,
2006,AFC,AFC West,DEN,9,7,0,0.5625,3,0.4375,0.53125,,
2006,AFC,AFC West,KC,9,7,0,0.5625,2,0.444444,0.492188,6,LostWC
2006,AFC,AFC West,OAK,2,14,0,0.125,4,0.40625,0.554688,,
2006,AFC,AFC West,SD,14,2,0,0.875,1,0.424107,0.457031,1,LostDV
2006,NFC,NFC East,DAL,9,7,0,0.5625,2,0.4375,0.457031,5,LostWC
2006,NFC,NFC East,NYG,8,8,0,0.5,3,0.421875,0.519531,6,LostWC
2006,NFC,NFC East,PHI,10,6,0,0.625,1,0.45,0.476562,3,LostDV
2006,NFC,NFC East,WAS,5,11,0,0.3125,4,0.5125,0.511719,,
2006,NFC,NFC North,CHI,13,3,0,0.8125,1,0.403846,0.429688,1,LostSB
2006,NFC,NFC North,DET,3,13,0,0.1875,4,0.479167,0.523438,,
2006,NFC,NFC North,GB,8,8,0,0.5,2,0.382812,0.5,,
2006,NFC,NFC North,MIN,6,10,0,0.375,3,0.34375,0.488281,,
2006,NFC,NFC South,ATL,7,9,0,0.4375,3,0.375,0.457031,,
2006,NFC,NFC South,CAR,8,8,0,0.5,2,0.46875,0.472656,,
2006,NFC,NFC South,NO,10,6,0,0.625,1,0.425,0.460938,2,LostCC
2006,NFC,NFC South,TB,4,12,0,0.25,4,0.421875,0.535156,,
2006,NFC,NFC West,ARI,5,11,0,0.3125,4,0.425,0.5,,
2006,NFC,NFC West,SEA,9,7,0,0.5625,1,0.381944,0.453125,4,LostDV
2006,NFC,NFC West,SF,7,9,0,0.4375,3,0.410714,0.5,,
2006,NFC,NFC West,STL,8,8,0,0.5,2,0.351562,0.464844,,
2007,AFC,AFC East,BUF,7,9,0,0.4375,2,0.276786,0.515625,,
2007,AFC,AFC East,MIA,1,15,0,0.0625,4,0.3125,0.539062,,
2007,AFC,AFC East,NE,16,0,0,1.0,1,0.46875,0.46875,1,LostSB
2007,AFC,AFC East,NYJ,4,12,0,0.25,3,0.25,0.523438,,
2007,AFC,AFC North,BAL,5,11,0,0.3125,4,0.375,0.515625,,
2007,AFC,AFC North,CIN,7,9,0,0.4375,3,0.339286,0.460938,,
2007,AFC,AFC North,CLE,10,6,0,0.625,2,0.34375,0.429688,,
2007,AFC,AFC North,PIT,10,6,0,0.625,1,0.40625,0.453125,4,LostWC
2007,AFC,AFC South,HOU,8,8,0,0.5,4,0.390625,0.515625,,
2007,AFC,AFC South,IND,13,3,0,0.8125,1,0.456731,0.515625,2,LostDV
2007,AFC,AFC South,JAX,11,5,0,0.6875,2,0.460227,0.515625,5,LostDV
2007,AFC,AFC South,TEN,10,6,0,0.625,3,0.4375,0.5,6,LostWC
2007,AFC,AFC West,DEN,7,9,0,0.4375,2,0.419643,0.515625,,
2007,AFC,AFC West,KC,4,12,0,0.25,3,0.46875,0.515625,,
2007,AFC,AFC West,OAK,4,12,0,0.25,4,0.34375,0.515625,,
2007,AFC,AFC West,SD,11,5,0,0.6875,1,0.431818,0.5,3,LostCC
2007,NFC,NFC East,DAL,13,3,0,0.8125,1,0.451923,0.496094,1,LostDV
2007,NFC,NFC East,NYG,10,6,0,0.625,2,0.375,0.515625,5,WonSB
2007,NFC,NFC East,PHI,8,8,0,0.5,4,0.4375,0.5625,,
2007,NFC,NFC East,WAS,9,7,0,0.5625,3,0.458333,0.554688,6,LostWC
2007,NFC,NFC North,CHI,7,9,0,0.4375,4,0.5,0.542969,,
2007,NFC,NFC North,DET,7,9,0,0.4375,3,0.410714,0.542969,,
2007,NFC,NFC North,GB,13,3,0,0.8125,1,0.447115,0.46875,2,LostCC
2007,NFC,NFC North,MIN,8,8,0,0.5,2,0.429688,0.503906,,
2007,NFC,NFC South,ATL,4,12,0,0.25,4,0.46875,0.515625,,
2007,NFC,NFC South,CAR,7,9,0,0.4375,2,0.410714,0.523438,,
2007,NFC,NFC South,NO,7,9,0,0.4375,3,0.4375,0.480469,,
2007,NFC,NFC South,TB,9,7,0,0.5625,1,0.409722,0.46875,4,LostWC
2007,NFC,NFC West,ARI,8,8,0,0.5,2,0.421875,0.433594,,
2007,NFC,NFC West,SEA,10,6,0,0.625,1,0.375,0.414062,3,LostDV
2007,NFC,NFC West,SF,5,11,0,0.3125,3,0.4375,0.464844,,
2007,NFC,NFC West,STL,3,13,0,0.1875,4,0.333333,0.511719,,
2008,AFC,AFC East,BUF,7,9,0,0.4375,4,0.303571,0.453125,,
2008,AFC,AFC East,MIA,11,5,0,0.6875,1,0.397727,0.460938,3,LostWC
2008,AFC,AFC East,NE,11,5,0,0.6875,2,0.403409,0.480469,,
2008,AFC,AFC East,NYJ,9,7,0,0.5625,3,0.458333,0.46875,,
2008,AFC,AFC North,BAL,11,5,0,0.6875,2,0.403409,0.515625,6,LostCC
2008,AFC,AFC North,CIN,4,11,1,0.28125,3,0.296875,0.550781,,
2008,AFC,AFC North,CLE,4,12,0,0.25,4,0.4375,0.566406,,
2008,AFC,AFC North,PIT,12,4,0,0.75,1,0.453125,0.519531,2,WonSB
2008,AFC,AFC South,HOU,8,8,0,0.5,3,0.40625,0.515625,,
2008,AFC,AFC South,IND,12,4,0,0.75,2,0.489583,0.496094,5,LostWC
2008,AFC,AFC South,JAX,5,11,0,0.3125,4,0.425,0.535156,,
2008,AFC,AFC South,TEN,13,3,0,0.8125,1,0.423077,0.457031,1,LostDV
2008,AFC,AFC West,DEN,8,8,0,0.5,2,0.4375,0.457031,,
2008,AFC,AFC West,KC,2,14,0,0.125,4,0.40625,0.535156,,
2008,AFC,AFC West,OAK,5,11,0,0.3125,3,0.45,0.519531,,
2008,AFC,AFC West,SD,8,8,0,0.5,1,0.398438,0.515625,4,LostDV
2008,NFC,NFC East,DAL,9,7,0,0.5625,3,0.4375,0.492188,,
2008,NFC,NFC East,NYG,12,4,0,0.75,1,0.494792,0.496094,1,LostDV
2008,NFC,NFC East,PHI,9,6,1,0.59375,2,0.486111,0.511719,6,LostCC
2008,NFC,NFC East,WAS,8,8,0,0.5,4,0.40625,0.472656,,
2008,NFC,NFC North,CHI,9,7,0,0.5625,2,0.361111,0.472656,,
2008,NFC,NFC North,DET,0,16,0,0.0,4,0.0,0.558594,,
2008,NFC,NFC North,GB,6,10,0,0.375,3,0.364583,0.503906,,
2008,NFC,NFC North,MIN,10,6,0,0.625,1,0.43125,0.503906,3,LostWC
2008,NFC,NFC South,ATL,11,5,0,0.6875,2,0.403409,0.457031,5,LostWC
2008,NFC,NFC South,CAR,12,4,0,0.75,1,0.432292,0.488281,2,LostDV
2008,NFC,NFC South,NO,8,8,0,0.5,4,0.375,0.496094,,
2008,NFC,NFC South,TB,9,7,0,0.5625,3,0.430556,0.480469,,
2008,NFC,NFC West,ARI,9,7,0,0.5625,1,0.368056,0.484375,4,LostSB
2008,NFC,NFC West,SEA,4,12,0,0.25,3,0.3125,0.496094,,
2008,NFC,NFC West,SF,7,9,0,0.4375,2,0.285714,0.445312,,
2008,NFC,NFC West,STL,2,14,0,0.125,4,0.53125,0.53125,,
2009,AFC,AFC East,BUF,6,10,0,0.375,4,0.46875,0.515625,,
2009,AFC,AFC East,MIA,7,9,0,0.4375,3,0.464286,0.558594,,
2009,AFC,AFC East,NE,10,6,0,0.625,1,0.45,0.515625,3,LostWC
2009,AFC,AFC East,NYJ,9,7,0,0.5625,2,0.506944,0.515625,5,LostCC
2009,AFC,AFC North,BAL,9,7,0,0.5625,2,0.402778,0.523438,6,LostDV
2009,AFC,AFC North,CIN,10,6,0,0.625,1,0.4375,0.492188,4,LostWC
2009,AFC,AFC North,CLE,5,11,0,0.3125,4,0.3875,0.511719,,
2009,AFC,AFC North,PIT,9,7,0,0.5625,3,0.520833,0.488281,,
2009,AFC,AFC South,HOU,9,7,0,0.5625,2,0.416667,0.503906,,
2009,AFC,AFC South,IND,14,2,0,0.875,1,0.473214,0.472656,1,LostSB
2009,AFC,AFC South,JAX,7,9,0,0.4375,4,0.410714,0.496094,,
2009,AFC,AFC South,TEN,8,8,0,0.5,3,0.414062,0.539062,,
2009,AFC,AFC West,DEN,8,8,0,0.5,2,0.515625,0.527344,,
2009,AFC,AFC West,KC,4,12,0,0.25,4,0.40625,0.515625,,
2009,AFC,AFC West,OAK,5,11,0,0.3125,3,0.525,0.527344,,
2009,AFC,AFC West,SD,13,3,0,0.8125,1,0.432692,0.453125,2,LostDV
2009,NFC,NFC East,DAL,11,5,0,0.6875,1,0.4375,0.488281,3,LostDV
2009,NFC,NFC East,NYG,8,8,0,0.5,3,0.398438,0.535156,,
2009,NFC,NFC East,PHI,11,5,0,0.6875,2,0.403409,0.484375,6,LostWC
2009,NFC,NFC East,WAS,4,12,0,0.25,4,0.265625,0.492188,,
2009,NFC,NFC North,CHI,7,9,0,0.4375,3,0.321429,0.496094,,
2009,NFC,NFC North,DET,2,14,0,0.125,4,0.28125,0.523438,,
2009,NFC,NFC North,GB,11,5,0,0.6875,2,0.380682,0.441406,5,LostWC
2009,NFC,NFC North,MIN,12,4,0,0.75,1,0.411458,0.441406,2,LostCC
2009,NFC,NFC South,ATL,9,7,0,0.5625,2,0.381944,0.503906,,
2009,NFC,NFC South,CAR,8,8,0,0.5,3,0.484375,0.539062,,
2009,NFC,NFC South,NO,13,3,0,0.8125,1,0.418269,0.425781,1,WonSB
2009,NFC,NFC South,TB,3,13,0,0.1875,4,0.604167,0.554688,,
2009,NFC,NFC West,ARI,10,6,0,0.625,1,0.35625,0.445312,4,LostDV
2009,NFC,NFC West,SEA,5,11,0,0.3125,3,0.2375,0.476562,,
2009,NFC,NFC West,SF,8,8,0,0.5,2,0.335938,0.476562,,
2009,NFC,NFC West,STL,1,15,0,0.0625,4,0.125,0.519531,,
2010,AFC,AFC East,BUF,4,12,0,0.25,4,0.34375,0.578125,,
2010,AFC,AFC East,MIA,7,9,0,0.4375,3,0.4375,0.539062,,
2010,AFC,AFC East,NE,14,2,0,0.875,1,0.504464,0.503906,1,LostDV
2010,AFC,AFC East,NYJ,11,5,0,0.6875,2,0.409091,0.492188,6,LostCC
2010,AFC,AFC North,BAL,12,4,0,0.75,2,0.421875,0.484375,5,LostDV
2010,AFC,AFC North,CIN,4,12,0,0.25,4,0.4375,0.582031,,
2010,AFC,AFC North,CLE,5,11,0,0.3125,3,0.475,0.570312,,
2010,AFC,AFC North,PIT,12,4,0,0.75,1,0.416667,0.5,2,LostSB
2010,AFC,AFC South,HOU,6,10,0,0.375,3,0.5,0.523438,,
2010,AFC,AFC South,IND,10,6,0,0.625,1,0.425,0.472656,3,LostWC
2010,AFC,AFC South,JAX,8,8,0,0.5,2,0.382812,0.453125,,
2010,AFC,AFC South,TEN,6,10,0,0.375,4,0.5,0.507812,,
2010,AFC,AFC West,DEN,4,12,0,0.25,4,0.453125,0.515625,,
2010,AFC,AFC West,KC,10,6,0,0.625,1,0.38125,0.414062,4,LostWC
2010,AFC,AFC West,OAK,8,8,0,0.5,3,0.46875,0.46875,,
2010,AFC,AFC West,SD,9,7,0,0.5625,2,0.409722,0.457031,,
2010,NFC,NFC East,DAL,6,10,0,0.375,3,0.5,0.511719,,
2010,NFC,NFC East,NYG,10,6,0,0.625,2,0.4,0.453125,,
2010,NFC,NFC East,PHI,10,6,0,0.625,1,0.50625,0.492188,3,LostWC
2010,NFC,NFC East,WAS,6,10,0,0.375,4,0.53125,0.515625,,
2010,NFC,NFC North,CHI,11,5,0,0.6875,1,0.420455,0.472656,2,LostCC
2010,NFC,NFC North,DET,6,10,0,0.375,3,0.479167,0.542969,,
2010,NFC,NFC North,GB,10,6,0,0.625,2,0.475,0.519531,6,WonSB
2010,NFC,NFC North,MIN,6,10,0,0.375,4,0.385417,0.539062,,
2010,NFC,NFC South,ATL,13,3,0,0.8125,1,0.4375,0.484375,1,LostDV
2010,NFC,NFC South,CAR,2,14,0,0.125,4,0.34375,0.574219,,
2010,NFC,NFC South,NO,11,5,0,0.6875,2,0.426136,0.46875,5,LostWC
2010,NFC,NFC South,TB,10,6,0,0.625,3,0.34375,0.476562,,
